ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Loan_Status,Debt_Income_Ratio,Total_Income,Gender_Male,Married_Yes,Dependents_1,Dependents_2,Dependents_3+,Education_Not Graduate,Self_Employed_Yes,Property_Area_Semiurban,Property_Area_Urban,Income_bin_Low,Income_bin_Medium
3463,0.0,122.0,360.0,1.0,1,0.03521939953810624,3463.0,0,0,0,0,0,0,1,0,1,0,1
3812,0.0,112.0,360.0,1.0,1,0.02937319695777603,3812.0,0,0,1,0,0,0,0,0,0,0,1
3315,0.0,96.0,360.0,1.0,1,0.028950542822677925,3315.0,1,1,1,0,0,0,0,1,0,0,1
5819,5000.0,120.0,360.0,1.0,1,0.011090573012939002,10819.0,1,1,0,1,0,0,0,0,0,0,1
2510,1983.0,140.0,180.0,1.0,0,0.03115264797507788,4493.0,1,1,1,0,0,1,0,0,1,0,1
2965,5701.0,155.0,60.0,1.0,1,0.017883927541248415,8666.0,1,0,0,0,0,0,0,0,1,0,1
6250,1300.0,108.0,360.0,1.0,1,0.014302741358760428,7550.0,1,1,0,1,0,0,1,0,0,0,0
3406,4417.0,123.0,360.0,1.0,1,0.01572085889570552,7823.0,1,1,0,0,0,1,0,1,0,0,1
6050,4333.0,120.0,180.0,1.0,0,0.011556240369799691,10383.0,1,0,0,0,0,0,1,0,1,0,0
9703,0.0,112.0,360.0,1.0,1,0.011541632316570486,9703.0,1,1,0,1,0,0,0,0,1,0,0
6608,0.0,137.0,180.0,1.0,1,0.02072930851868664,6608.0,1,1,1,0,0,1,0,0,1,0,0
2882,1843.0,123.0,480.0,1.0,1,0.026026237833262803,4725.0,1,1,1,0,0,0,0,1,0,0,1
1809,1868.0,90.0,360.0,1.0,1,0.024469820554649267,3677.0,1,1,0,0,0,0,0,0,1,1,0
1668,3890.0,201.0,360.0,0.0,0,0.03615758229897464,5558.0,1,1,0,0,0,1,0,1,0,1,0
3427,0.0,138.0,360.0,1.0,0,0.040256709451575265,3427.0,0,0,0,1,0,0,0,0,1,0,1
2583,2167.0,104.0,360.0,1.0,1,0.02189012839402231,4750.0,1,0,0,0,0,1,1,0,0,0,1
2661,7101.0,279.0,180.0,1.0,1,0.0285772815732869,9762.0,1,1,1,0,0,1,0,1,0,0,1
16250,0.0,192.0,360.0,0.0,0,0.011814657559534798,16250.0,1,0,0,0,0,0,1,0,1,0,0
3083,0.0,255.0,360.0,1.0,1,0.08268482490272373,3083.0,0,0,0,0,1,0,0,0,0,0,1
6045,0.0,115.0,360.0,0.0,0,0.01902084022494211,6045.0,1,0,0,0,0,1,0,0,0,0,0
5250,0.0,94.0,360.0,1.0,0,0.017901352123405066,5250.0,1,1,0,0,1,0,0,0,1,0,1
14683,2100.0,304.0,360.0,1.0,0,0.01811248808388942,16783.0,1,1,0,0,0,0,0,0,0,0,0
4931,0.0,128.0,360.0,1.0,0,0.025952960259529603,4931.0,1,1,0,0,1,1,0,1,0,0,1
6083,4250.0,330.0,360.0,1.0,1,0.03193342365008709,10333.0,1,1,1,0,0,0,0,0,1,0,0
2060,2209.0,134.0,360.0,1.0,1,0.03138173302107728,4269.0,1,0,0,0,0,0,0,1,0,1,0
3481,0.0,155.0,36.0,1.0,0,0.04451464675473866,3481.0,0,0,1,0,0,0,0,1,0,0,1
7200,0.0,120.0,360.0,1.0,1,0.016664352173309263,7200.0,0,0,0,0,0,0,0,0,0,0,0
5166,0.0,128.0,360.0,1.0,1,0.0247725953164312,5166.0,1,0,0,0,0,0,1,1,0,0,1
4095,3447.0,151.0,360.0,1.0,1,0.020018560254540633,7542.0,1,0,0,0,0,0,0,0,0,0,1
4708,1387.0,150.0,360.0,1.0,1,0.024606299212598427,6095.0,1,1,0,1,0,0,0,1,0,0,1
4333,1811.0,160.0,360.0,0.0,1,0.026037428803905614,6144.0,1,1,0,0,1,0,0,0,1,0,1
3418,0.0,135.0,360.0,1.0,0,0.03948522959929804,3418.0,0,0,0,0,0,0,0,0,0,0,1
2876,1560.0,90.0,360.0,1.0,1,0.02028397565922921,4436.0,0,0,1,0,0,0,0,0,1,0,1
3237,0.0,30.0,360.0,1.0,1,0.00926497838171711,3237.0,0,0,0,0,0,0,0,0,1,0,1
11146,0.0,136.0,360.0,1.0,1,0.01220059208755719,11146.0,1,1,0,0,0,0,0,0,1,0,0
2833,1857.0,126.0,360.0,1.0,1,0.026859944574717545,4690.0,1,0,0,0,0,0,0,0,0,0,1
2620,2223.0,150.0,360.0,1.0,1,0.030966143682906688,4843.0,1,1,0,0,0,0,0,1,0,0,1
3900,0.0,90.0,360.0,1.0,1,0.023071007433991285,3900.0,1,1,0,1,0,0,0,1,0,0,1
2750,1842.0,115.0,360.0,1.0,1,0.025038101458741562,4592.0,1,1,1,0,0,0,0,1,0,0,1
3993,3274.0,207.0,360.0,1.0,1,0.028481012658227847,7267.0,1,1,0,0,0,0,0,1,0,0,1
3103,1300.0,80.0,360.0,1.0,1,0.018165304268846504,4403.0,1,1,0,0,0,0,0,0,1,0,1
14583,0.0,436.0,360.0,1.0,1,0.029895776193088315,14583.0,1,1,0,0,0,0,0,1,0,0,0
4100,0.0,124.0,360.0,1.0,1,0.03023652767617654,4100.0,0,1,0,0,0,1,0,0,0,0,1
4053,2426.0,158.0,360.0,0.0,0,0.024382716049382715,6479.0,1,0,1,0,0,1,1,0,1,0,1
3927,800.0,112.0,360.0,1.0,1,0.023688663282571912,4727.0,1,1,0,0,0,0,0,1,0,0,1
2301,985.7999878,78.0,180.0,1.0,1,0.023724070895259342,3286.7999878,1,1,0,1,0,0,0,0,1,1,0
1811,1666.0,54.0,360.0,1.0,1,0.015526164462334674,3477.0,0,0,0,0,0,0,0,0,1,1,0
20667,0.0,128.0,360.0,1.0,0,0.0061931488291078,20667.0,1,1,0,0,0,0,0,0,0,0,0
3158,3053.0,89.0,360.0,1.0,1,0.014327108821635544,6211.0,1,0,0,0,0,0,0,0,0,0,1
2600,1717.0,99.0,300.0,1.0,0,0.022927281148679944,4317.0,0,0,0,0,0,0,1,1,0,0,1
3704,2000.0,120.0,360.0,1.0,1,0.021034180543382998,5704.0,1,1,0,0,0,0,0,0,0,0,1
4124,0.0,115.0,360.0,1.0,1,0.027878787878787878,4124.0,0,0,0,0,0,0,0,1,0,0,1
9508,0.0,187.0,360.0,1.0,1,0.019665579976864023,9508.0,1,0,0,0,0,0,0,0,0,0,0
3075,2416.0,139.0,360.0,1.0,1,0.02530954115076475,5491.0,1,1,0,0,0,0,0,0,0,0,1
4400,0.0,127.0,360.0,0.0,0,0.028857077936832537,4400.0,1,1,0,1,0,0,0,1,0,0,1
3153,1560.0,134.0,360.0,1.0,1,0.028425965210012727,4713.0,1,1,0,1,0,0,0,0,1,0,1
5417,0.0,143.0,480.0,0.0,0,0.026393503137689185,5417.0,0,0,0,0,0,0,0,0,1,0,1
2383,3334.0,172.0,360.0,1.0,1,0.030080447708989155,5717.0,1,1,0,0,0,0,0,1,0,1,0
4416,1250.0,110.0,360.0,1.0,1,0.019410622904535026,5666.0,1,1,0,0,1,0,0,0,1,0,1
6875,0.0,200.0,360.0,1.0,1,0.029086678301337987,6875.0,1,1,1,0,0,0,0,1,0,0,0
4666,0.0,135.0,360.0,1.0,1,0.028926505249625027,4666.0,0,1,1,0,0,0,0,0,1,0,1
5000,2541.0,151.0,480.0,1.0,0,0.02002121453195439,7541.0,0,0,0,0,0,0,0,0,0,0,1
2014,2925.0,113.0,360.0,1.0,0,0.022874493927125508,4939.0,1,1,1,0,0,0,0,0,1,1,0
1800,2934.0,93.0,360.0,0.0,0,0.019640971488912355,4734.0,1,1,0,0,0,1,0,0,1,1,0
2875,1750.0,105.0,360.0,1.0,1,0.022697795071335927,4625.0,1,1,0,0,0,1,0,1,0,0,1
5000,0.0,132.0,360.0,1.0,1,0.026394721055788842,5000.0,0,0,0,0,0,0,0,0,0,0,1
1625,1803.0,96.0,360.0,1.0,1,0.02799650043744532,3428.0,1,1,1,0,0,0,0,0,1,1,0
4000,2500.0,140.0,360.0,1.0,1,0.02153514843870174,6500.0,1,0,0,0,0,0,0,0,0,0,1
2000,0.0,128.0,360.0,1.0,0,0.063968015992004,2000.0,1,0,0,0,0,1,0,0,1,1,0
3762,1666.0,135.0,360.0,1.0,1,0.024866457911217537,5428.0,0,0,0,0,0,0,0,0,0,0,1
2400,1863.0,104.0,360.0,0.0,0,0.024390243902439025,4263.0,0,0,0,0,0,0,0,0,1,1,0
20233,0.0,480.0,360.0,1.0,0,0.023722447365819906,20233.0,1,0,0,0,0,0,0,0,0,0,0
7667,0.0,185.0,360.0,1.0,1,0.02412623891497131,7667.0,1,1,0,1,0,1,0,0,0,0,0
2917,0.0,84.0,360.0,1.0,1,0.02878684030157642,2917.0,0,0,0,0,0,0,0,1,0,0,1
2927,2405.0,111.0,360.0,1.0,1,0.02081380086255391,5332.0,1,0,0,0,0,1,0,1,0,0,1
2507,0.0,56.0,360.0,1.0,1,0.022328548644338118,2507.0,0,0,0,0,0,0,0,0,0,0,1
5746,0.0,144.0,84.0,1.0,1,0.02505655124412737,5746.0,1,1,0,1,0,0,1,0,0,0,1
2473,1843.0,159.0,360.0,1.0,0,0.03683113273106324,4316.0,1,1,0,0,0,0,0,0,0,1,0
3399,1640.0,111.0,180.0,1.0,1,0.022023809523809525,5039.0,1,1,1,0,0,1,0,0,1,0,1
3717,0.0,120.0,360.0,1.0,1,0.0322754168908015,3717.0,1,1,0,1,0,0,0,1,0,0,1
2058,2134.0,88.0,360.0,1.0,1,0.020987359885523492,4192.0,1,1,0,0,0,0,0,0,1,1,0
3541,0.0,112.0,360.0,1.0,1,0.03162055335968379,3541.0,0,0,1,0,0,0,0,1,0,0,1
10000,0.0,155.0,360.0,1.0,0,0.015498450154984501,10000.0,1,1,1,0,0,0,1,0,0,0,0
2400,2167.0,115.0,360.0,1.0,1,0.025175131348511383,4567.0,1,1,0,0,0,0,0,1,0,1,0
4342,189.0,124.0,360.0,1.0,1,0.02736098852603707,4531.0,1,1,0,0,1,0,0,1,0,0,1
3601,1590.0,128.0,360.0,1.0,1,0.02465331278890601,5191.0,1,1,0,1,0,1,0,0,0,0,1
3166,2985.0,132.0,360.0,1.0,1,0.021456436931079324,6151.0,0,0,0,0,0,0,0,0,0,0,1
15000,0.0,300.0,360.0,1.0,1,0.01999866675554963,15000.0,1,1,0,0,1,0,0,0,0,0,0
8666,4983.0,376.0,360.0,0.0,0,0.027545787545787546,13649.0,1,1,1,0,0,0,1,0,0,0,0
4917,0.0,130.0,360.0,0.0,1,0.026433509556730378,4917.0,1,0,0,0,0,0,0,0,0,0,1
5818,2160.0,184.0,360.0,1.0,1,0.023060533901491414,7978.0,1,1,0,0,0,0,1,1,0,0,1
4333,2451.0,110.0,360.0,1.0,0,0.016212232866617538,6784.0,0,1,0,0,0,0,0,0,1,0,1
2500,0.0,67.0,360.0,1.0,1,0.026789284286285485,2500.0,0,0,0,0,0,0,0,0,1,1,0
4384,1793.0,117.0,360.0,1.0,1,0.018938167691809647,6177.0,1,0,1,0,0,0,0,0,1,0,1
2935,0.0,98.0,360.0,1.0,1,0.03337874659400545,2935.0,1,0,0,0,0,0,0,1,0,0,1
2833,0.0,71.0,360.0,1.0,1,0.025052928722653495,2833.0,1,0,0,0,0,0,0,0,1,0,1
63337,0.0,490.0,180.0,1.0,1,0.007736272064163693,63337.0,1,1,0,0,0,0,0,0,1,0,0
9833,1833.0,182.0,180.0,1.0,1,0.015599554298448616,11666.0,1,1,1,0,0,0,1,0,1,0,0
5503,4490.0,70.0,360.0,1.0,1,0.007004202521512908,9993.0,1,1,0,0,0,0,1,1,0,0,1
5250,688.0,160.0,360.0,1.0,1,0.02694056238423977,5938.0,1,1,1,0,0,0,0,0,0,0,1
2500,4600.0,176.0,360.0,1.0,1,0.024785241515279537,7100.0,1,1,0,1,0,0,1,0,0,1,0
1830,0.0,128.0,360.0,0.0,0,0.06990715456034953,1830.0,0,0,0,0,1,1,0,0,1,1,0
4160,0.0,71.0,360.0,1.0,1,0.017063205960105743,4160.0,0,0,0,0,0,0,0,1,0,0,1
2647,1587.0,173.0,360.0,1.0,0,0.04085005903187721,4234.0,1,1,0,0,1,1,0,0,0,0,1
2378,0.0,46.0,360.0,1.0,0,0.019335855401429174,2378.0,0,0,0,0,0,0,0,0,0,1,0
4554,1229.0,158.0,360.0,1.0,1,0.02731673582295989,5783.0,1,1,1,0,0,1,0,0,1,0,1
3173,0.0,74.0,360.0,1.0,1,0.023314429741650915,3173.0,1,1,0,0,1,1,0,1,0,0,1
2583,2330.0,125.0,360.0,1.0,1,0.02543752543752544,4913.0,1,1,0,1,0,0,0,0,0,0,1
2499,2458.0,160.0,360.0,1.0,1,0.03227107704719645,4957.0,1,1,0,0,0,0,0,1,0,1,0
3523,3230.0,152.0,360.0,0.0,0,0.022505182114302635,6753.0,1,1,0,0,0,1,0,0,0,0,1
3083,2168.0,126.0,360.0,1.0,1,0.02399086062452399,5251.0,1,1,0,1,0,1,0,0,1,0,1
6333,4583.0,259.0,360.0,1.0,1,0.023724466428506,10916.0,1,1,0,0,0,0,0,1,0,0,0
2625,6250.0,187.0,360.0,1.0,1,0.02106804867057233,8875.0,1,1,0,0,0,0,0,0,0,0,1
9083,0.0,228.0,360.0,1.0,1,0.02509907529722589,9083.0,1,1,0,0,0,0,0,1,0,0,0
8750,4167.0,308.0,360.0,1.0,0,0.02384270010837591,12917.0,1,0,0,0,0,0,0,0,0,0,0
2666,2083.0,95.0,360.0,1.0,1,0.02,4749.0,1,1,0,0,1,0,0,0,0,0,1
5500,0.0,105.0,360.0,0.0,0,0.019087438647518634,5500.0,0,1,0,0,0,0,1,0,0,0,1
2423,505.0,130.0,360.0,1.0,1,0.04438374871969956,2928.0,0,1,0,0,0,0,0,1,0,1,0
3813,0.0,116.0,180.0,1.0,1,0.030414263240692185,3813.0,0,0,0,0,0,0,0,0,1,0,1
8333,3167.0,165.0,360.0,1.0,1,0.014346578558386227,11500.0,1,1,0,1,0,0,0,0,0,0,0
3875,0.0,67.0,360.0,1.0,0,0.017285861713106296,3875.0,1,1,1,0,0,0,0,0,1,0,1
3000,1666.0,100.0,480.0,0.0,0,0.021427040925648167,4666.0,1,1,0,0,0,1,0,0,1,0,1
5167,3167.0,200.0,360.0,1.0,1,0.02399520095980804,8334.0,1,1,0,0,1,0,0,1,0,0,1
4723,0.0,81.0,360.0,1.0,0,0.01714648602878916,4723.0,0,0,1,0,0,0,0,1,0,0,1
5000,3667.0,236.0,360.0,1.0,1,0.02722658052607291,8667.0,1,1,0,1,0,0,0,1,0,0,1
4750,2333.0,130.0,360.0,1.0,1,0.018351214003387916,7083.0,1,1,0,0,0,0,0,0,1,0,1
3013,3033.0,95.0,300.0,1.0,1,0.015710269555151316,6046.0,1,1,0,0,0,0,0,0,1,0,1
6822,0.0,141.0,360.0,1.0,1,0.020665396453173092,6822.0,1,0,0,0,0,0,1,0,0,0,0
6216,0.0,133.0,360.0,1.0,0,0.021392954801351134,6216.0,1,0,0,0,0,1,0,0,0,0,0
2500,0.0,96.0,480.0,1.0,0,0.03838464614154338,2500.0,1,0,0,0,0,0,0,1,0,1,0
5124,0.0,124.0,360.0,0.0,0,0.024195121951219513,5124.0,1,0,0,0,0,0,0,0,0,0,1
6325,0.0,175.0,360.0,1.0,1,0.027663610496364212,6325.0,1,1,1,0,0,0,0,1,0,0,0
19730,5266.0,570.0,360.0,1.0,0,0.022802736328359403,24996.0,1,1,0,0,0,0,0,0,0,0,0
15759,0.0,55.0,360.0,1.0,1,0.0034898477157360407,15759.0,0,0,0,0,0,0,1,1,0,0,0
5185,0.0,155.0,360.0,1.0,1,0.029888160431932126,5185.0,1,1,0,1,0,0,0,1,0,0,1
9323,7873.0,380.0,300.0,1.0,1,0.02209687736233064,17196.0,1,1,0,1,0,0,1,0,0,0,0
3062,1987.0,111.0,180.0,0.0,0,0.02198019801980198,5049.0,1,0,1,0,0,0,0,0,1,0,1
2764,1459.0,110.0,360.0,1.0,1,0.026041666666666668,4223.0,0,0,0,0,0,0,0,0,1,0,1
4817,923.0,120.0,180.0,1.0,1,0.020902281832433374,5740.0,1,1,0,0,0,0,0,0,1,0,1
8750,4996.0,130.0,360.0,1.0,1,0.009456608714628646,13746.0,1,1,0,0,1,0,0,0,0,0,0
4310,0.0,130.0,360.0,1.0,1,0.03015541637671074,4310.0,1,1,0,0,0,0,0,1,0,0,1
3069,0.0,71.0,480.0,1.0,0,0.023127035830618894,3069.0,1,0,0,0,0,0,0,0,1,0,1
5391,0.0,130.0,360.0,1.0,1,0.02410979228486647,5391.0,1,1,0,1,0,0,0,0,1,0,1
3333,2500.0,128.0,360.0,1.0,1,0.021940349674322936,5833.0,1,1,0,0,0,0,0,1,0,0,1
5941,4232.0,296.0,360.0,1.0,1,0.029093768429329665,10173.0,1,0,0,0,0,0,0,1,0,0,1
6000,0.0,156.0,360.0,1.0,1,0.02599566738876854,6000.0,0,0,0,0,0,0,0,0,1,0,1
7167,0.0,128.0,360.0,1.0,1,0.017857142857142856,7167.0,1,0,0,0,0,0,1,0,1,0,0
4566,0.0,100.0,360.0,1.0,0,0.02189621195533173,4566.0,1,1,0,1,0,0,0,0,1,0,1
3667,0.0,113.0,180.0,1.0,1,0.030806979280261722,3667.0,1,0,1,0,0,0,0,0,1,0,1
2346,1600.0,132.0,360.0,1.0,1,0.03344312135799341,3946.0,1,0,0,0,0,1,0,1,0,1,0
3010,3136.0,128.0,360.0,0.0,0,0.020823165771921264,6146.0,1,1,0,0,0,1,0,0,1,0,1
2333,2417.0,136.0,360.0,1.0,1,0.028625552515259944,4750.0,1,1,0,0,0,0,0,0,1,1,0
5488,0.0,125.0,360.0,1.0,1,0.02277281836400073,5488.0,1,1,0,0,0,0,0,0,0,0,1
9167,0.0,185.0,360.0,1.0,1,0.02017888307155323,9167.0,1,0,0,0,1,0,0,0,0,0,0
9504,0.0,275.0,360.0,1.0,1,0.028932140978432403,9504.0,1,1,0,0,1,0,0,0,0,0,0
2583,2115.0,120.0,360.0,1.0,1,0.02553734837199404,4698.0,1,1,0,0,0,0,0,0,1,0,1
1993,1625.0,113.0,180.0,1.0,1,0.031224095053882288,3618.0,1,1,0,1,0,1,0,1,0,1,0
3100,1400.0,113.0,360.0,1.0,1,0.025105532103976893,4500.0,1,1,0,1,0,0,0,0,1,0,1
3276,484.0,135.0,360.0,1.0,1,0.035894708854028186,3760.0,1,1,0,1,0,0,0,1,0,0,1
3180,0.0,71.0,360.0,0.0,0,0.022320025149324112,3180.0,0,0,0,0,0,0,0,0,1,0,1
3033,1459.0,95.0,360.0,1.0,1,0.021144001780547518,4492.0,1,1,0,0,0,0,0,0,1,0,1
3902,1666.0,109.0,360.0,1.0,1,0.019572634225175075,5568.0,1,0,0,0,0,1,0,0,0,0,1
1500,1800.0,103.0,360.0,0.0,0,0.031202665858830657,3300.0,0,0,0,0,0,0,0,1,0,1,0
2889,0.0,45.0,180.0,0.0,0,0.015570934256055362,2889.0,1,1,0,1,0,1,0,0,1,0,1
2755,0.0,65.0,300.0,1.0,0,0.02358490566037736,2755.0,1,0,0,0,0,1,0,0,0,0,1
2500,20000.0,103.0,360.0,1.0,1,0.004577574330029776,22500.0,1,0,0,0,0,0,0,1,0,1,0
1963,0.0,53.0,360.0,1.0,1,0.0269857433808554,1963.0,0,0,0,0,0,1,0,1,0,1,0
7441,0.0,194.0,360.0,1.0,0,0.026068261220102123,7441.0,0,0,0,0,0,0,1,0,0,0,0
4547,0.0,115.0,360.0,1.0,1,0.0252858399296394,4547.0,0,0,0,0,0,0,0,1,0,0,1
2167,2400.0,115.0,360.0,1.0,1,0.025175131348511383,4567.0,1,1,0,0,0,1,0,0,1,1,0
2213,0.0,66.0,360.0,1.0,1,0.02981029810298103,2213.0,0,0,0,0,0,1,0,0,0,1,0
8300,0.0,152.0,300.0,0.0,0,0.018311046861823877,8300.0,1,1,1,0,0,0,0,1,0,0,0
81000,0.0,360.0,360.0,0.0,0,0.00444438957543734,81000.0,1,1,0,0,1,0,0,0,0,0,0
3867,0.0,62.0,360.0,1.0,0,0.016028955532574975,3867.0,0,0,1,0,0,1,1,1,0,0,1
6256,0.0,160.0,360.0,1.0,1,0.02557136007671408,6256.0,1,1,0,0,0,0,0,0,1,0,0
6096,0.0,218.0,360.0,0.0,0,0.03575528948663277,6096.0,1,1,0,0,0,1,0,0,0,0,0
2253,2033.0,110.0,360.0,1.0,1,0.025658968975973875,4286.0,1,1,0,0,0,1,0,0,0,1,0
2149,3237.0,178.0,360.0,0.0,0,0.033042509745684054,5386.0,0,1,0,0,0,1,0,1,0,1,0
2995,0.0,60.0,360.0,1.0,1,0.020026702269692925,2995.0,0,0,0,0,0,0,0,0,1,0,1
2600,0.0,160.0,360.0,1.0,0,0.06151480199923107,2600.0,0,0,1,0,0,0,0,0,1,0,1
1600,20000.0,239.0,360.0,1.0,0,0.011064302578584324,21600.0,1,1,0,1,0,0,1,0,1,1,0
1025,2773.0,112.0,360.0,1.0,1,0.029481442484864437,3798.0,1,1,0,0,0,0,0,0,0,1,0
3246,1417.0,138.0,360.0,1.0,1,0.029588336192109776,4663.0,1,1,0,0,0,0,0,1,0,0,1
5829,0.0,138.0,360.0,1.0,1,0.023670668953687822,5829.0,1,1,0,0,0,0,0,0,0,0,1
2720,0.0,80.0,360.0,0.0,0,0.02940095553105476,2720.0,0,0,0,0,0,1,0,0,1,0,1
1820,1719.0,100.0,360.0,1.0,1,0.02824858757062147,3539.0,1,1,0,0,0,0,0,0,1,1,0
7250,1667.0,110.0,360.0,0.0,0,0.012334604171338866,8917.0,1,1,1,0,0,0,0,0,1,0,0
14880,0.0,96.0,360.0,1.0,1,0.00645117935622606,14880.0,1,1,0,0,0,0,0,1,0,0,0
2666,4300.0,121.0,360.0,1.0,1,0.017367590067460886,6966.0,1,1,0,0,0,0,0,0,0,0,1
4606,0.0,81.0,360.0,1.0,0,0.017581940525287606,4606.0,0,0,1,0,0,1,0,0,0,0,1
5935,0.0,133.0,360.0,1.0,1,0.02240566037735849,5935.0,1,1,0,1,0,0,0,1,0,0,1
2920,16.12000084,87.0,360.0,1.0,1,0.02962085307209732,2936.12000084,1,1,0,0,0,0,0,0,0,0,1
2717,0.0,60.0,180.0,1.0,1,0.02207505518763797,2717.0,1,0,0,0,0,1,0,0,1,0,1
8624,0.0,150.0,360.0,1.0,1,0.017391304347826087,8624.0,0,0,1,0,0,0,1,1,0,0,0
6500,0.0,105.0,360.0,0.0,0,0.016151361329026302,6500.0,1,0,0,0,0,0,0,0,0,0,0
12876,0.0,405.0,360.0,1.0,1,0.03145142502135591,12876.0,1,0,0,0,0,0,0,1,0,0,0
2425,2340.0,143.0,360.0,1.0,1,0.03000419639110365,4765.0,1,1,0,0,0,0,0,1,0,1,0
3750,0.0,100.0,360.0,1.0,1,0.026659557451346308,3750.0,1,0,0,0,0,0,0,0,1,0,1
10047,0.0,128.0,240.0,1.0,1,0.012738853503184714,10047.0,0,1,0,0,0,0,0,1,0,0,0
1926,1851.0,50.0,360.0,1.0,1,0.013234515616728428,3777.0,1,0,0,0,0,0,0,1,0,1,0
2213,1125.0,128.0,360.0,1.0,1,0.03833483078766098,3338.0,1,1,0,0,0,0,0,0,1,1,0
10416,0.0,187.0,360.0,0.0,0,0.01795142555438226,10416.0,1,0,0,0,0,0,1,0,1,0,0
7142,0.0,138.0,360.0,1.0,1,0.019319613607727847,7142.0,0,1,0,0,0,1,1,0,0,0,0
3660,5064.0,187.0,360.0,1.0,1,0.021432664756446992,8724.0,1,0,0,0,0,0,0,1,0,0,1
7901,1833.0,180.0,360.0,1.0,1,0.01848998459167951,9734.0,1,1,0,0,0,0,0,0,0,0,0
4707,1993.0,148.0,360.0,1.0,1,0.022086255782718996,6700.0,1,0,0,0,1,1,0,1,0,0,1
37719,0.0,152.0,360.0,1.0,1,0.004029692470837752,37719.0,1,0,1,0,0,0,0,1,0,0,0
7333,8333.0,175.0,300.0,1.0,1,0.011169975106912618,15666.0,1,1,0,0,0,0,0,0,0,0,0
3466,1210.0,130.0,360.0,1.0,1,0.027795595467179815,4676.0,1,1,1,0,0,0,1,0,0,0,1
4652,0.0,110.0,360.0,1.0,1,0.02364066193853428,4652.0,1,1,0,1,0,1,0,0,0,0,1
3539,1376.0,55.0,360.0,1.0,0,0.011187957689178194,4915.0,1,1,0,0,0,0,0,0,0,0,1
3340,1710.0,150.0,360.0,0.0,0,0.02969708968521085,5050.0,1,1,0,1,0,0,0,0,0,0,1
2769,1542.0,190.0,360.0,1.0,0,0.04406307977736549,4311.0,1,0,1,0,0,1,1,1,0,0,1
2309,1255.0,125.0,360.0,0.0,0,0.03506311360448808,3564.0,1,1,0,1,0,1,0,0,0,1,0
1958,1456.0,60.0,300.0,1.0,1,0.017569546120058566,3414.0,1,1,0,1,0,1,0,0,1,1,0
3948,1733.0,149.0,360.0,0.0,0,0.026223160858852516,5681.0,1,1,0,0,0,0,0,0,0,0,1
2483,2466.0,90.0,180.0,0.0,1,0.01818181818181818,4949.0,1,1,0,0,0,0,0,0,0,1,0
7085,0.0,84.0,360.0,1.0,1,0.011854360711261643,7085.0,1,0,0,0,0,0,1,1,0,0,0
3859,0.0,96.0,360.0,1.0,1,0.024870466321243522,3859.0,1,1,0,1,0,0,0,1,0,0,1
4301,0.0,118.0,360.0,1.0,1,0.027429102742910275,4301.0,1,1,0,0,0,0,0,0,1,0,1
3708,2569.0,173.0,360.0,1.0,0,0.027556546670914304,6277.0,1,1,0,0,0,0,0,0,1,0,1
4354,0.0,136.0,360.0,1.0,1,0.031228473019517797,4354.0,1,0,0,1,0,0,0,0,0,0,1
8334,0.0,160.0,360.0,1.0,0,0.01919616076784643,8334.0,1,1,0,0,0,0,0,1,0,0,0
2083,4083.0,160.0,360.0,1.0,1,0.025944543538187124,6166.0,1,1,0,0,0,0,1,1,0,1,0
7740,0.0,128.0,180.0,1.0,1,0.016535331352538433,7740.0,1,1,0,0,1,0,0,0,1,0,0
3015,2188.0,153.0,360.0,1.0,1,0.029400461183704842,5203.0,1,1,0,0,0,0,0,0,0,0,1
5191,0.0,132.0,360.0,1.0,1,0.025423728813559324,5191.0,0,0,1,0,0,1,0,1,0,0,1
4166,0.0,98.0,360.0,0.0,0,0.02351811855051596,4166.0,1,0,0,0,0,0,0,1,0,0,1
6000,0.0,140.0,360.0,1.0,1,0.023329445092484587,6000.0,1,0,0,0,0,0,0,0,0,0,1
2947,1664.0,70.0,180.0,0.0,0,0.015177797051170859,4611.0,1,1,0,0,1,1,0,0,1,0,1
16692,0.0,110.0,360.0,1.0,1,0.006589588450248607,16692.0,1,1,0,0,0,0,0,1,0,0,0
210,2917.0,98.0,360.0,1.0,1,0.03132992327365729,3127.0,0,1,0,1,0,1,0,1,0,1,0
4333,2451.0,110.0,360.0,1.0,0,0.016212232866617538,6784.0,1,1,0,0,0,0,0,0,1,0,1
3450,2079.0,162.0,360.0,1.0,1,0.029294755877034357,5529.0,1,1,1,0,0,0,1,1,0,0,1
2653,1500.0,113.0,180.0,0.0,0,0.02720269619643717,4153.0,1,1,1,0,0,1,0,0,0,0,1
4691,0.0,100.0,360.0,1.0,1,0.021312872975277068,4691.0,1,1,0,0,1,0,0,1,0,0,1
2500,0.0,93.0,360.0,1.0,1,0.03718512594962015,2500.0,0,0,0,0,0,0,1,0,1,1,0
5532,4648.0,162.0,360.0,1.0,1,0.015911992928003143,10180.0,1,0,0,1,0,0,0,0,0,0,1
16525,1014.0,150.0,360.0,1.0,1,0.00855188141391106,17539.0,1,1,0,1,0,0,1,0,0,0,0
6700,1750.0,230.0,300.0,1.0,1,0.027215714116672583,8450.0,1,1,0,1,0,0,0,1,0,0,0
